기업코드,기업이름,기업형태,업종,매출액,홈페이지,기업주소,사원수,설립일,대표자명
VjIrYnlXazNBdUFhNjlXNDh0bHRCUT09,(주)디지털존,"중소기업, 외부감사법인, 수출입 기업",그 외 기타 전자부품 제조업,"112억 7,803만원 (2021년 기준)",www.digitalzone.co.kr,"서울 구로구 디지털로33길 55, 1001호",83 명 (2021년 기준),1999년 2월 11일 (업력 23년),심상원/전정우
UjNlc3VpOHgwaXRvWnlPVHV5eWVNUT09,(주)와이즈오토모티브,"중소기업, 주식회사, 연구소, 병역특례 인증업체",,,www.wise-automotive.com,서울 서초구 반포대로3길 31,,2005년 2월 21일 (업력 17년),박재홍
QzFZYmxPQzdHdXZ4YU4xamxrTWhFdz09,(주)티빙,대기업,"영화, 비디오물 및 방송프로그램 배급업","1,315억 2,537만원 (2021년 기준)",www.tving.com/,"서울 마포구 상암산로 34, 15층",81 명 (2020년 기준),2020년 10월 6일 (업력 2년),양지을
S3Y4WklUSUFDanBWUWlYRGF3ajBXZz09,(주)유림정보시스템,"중소기업, 주식회사, 병역특례 인증업체",컴퓨터 프로그래밍 서비스업,"13억 5,740만원 (2019년 기준)",www.yurim-info.com,"충남 천안시 동남구 버들로 40, 2층 202호",14 명 (2019년 기준),2011년 12월 9일 (업력 11년),심현보
bks4M2k5aThNT1d5Rm9HSHBsMEJNUT09,(주)블라블라이엔엠,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,360만원 (2020년 기준),https://www.blablaenm.com,"서울 서초구 서초대로 396, 3층 323호",20 명 (2020년 기준),2020년 6월 15일 (업력 2년),김영종
T3M5NERBNGJHZGdtL0sydDFWNGJ6dz09,(주)유엑스스토리,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,20억원 (2021년 기준),uxstory.co.kr,"서울 금천구 가산디지털2로 98, 1동 411호",21 명 (2021년 기준),2016년 12월 6일 (업력 6년),정윤재
b0d1SUdxcmtQMHdOV1pRN2IyTDcxdz09,(주)이트라이브,"중소기업, 주식회사",컴퓨터 프로그래밍 서비스업,120억 3만원 (2021년 기준),www.etribe.co.kr,"서울 마포구 월드컵북로4길 81, 3층",110 명 (2021년 기준),2006년 2월 21일 (업력 16년),이주민
NmRSRXdmazIxb29LUjNLTmJUNkxkUT09,(주)엑스위젯,중소기업,응용 소프트웨어 개발 및 공급업,,,"서울 송파구 법원로 114, B동 401호",,2018년 6월 8일 (업력 4년),김성운
L3FobnRWVkcvcm8zZnVBdXJMbUFEdz09,소명소프트(주),중소기업,시스템 소프트웨어 개발 및 공급업,"3억 7,838만원 (2020년 기준)",smsts.co.kr/,"경기 구리시 갈매중앙로 70, 132호",10 명 (2020년 기준),2018년 10월 17일 (업력 4년),이승열
aTFhTGRjNEVDMFRIdi9rQlhlM0prdz09,랭디,"중소기업, 연구소",전자상거래 소매 중개업,,langdy.net,"서울 관악구 낙성대로 38, 낙성대R&D센터 B1층 B01호",,,우상욱
L2V2azVmQVp2c0lkZ1RxKzhmTWZFQT09,(주)비즈니스온커뮤니케이션,"코스닥, 중소기업, 스타트업",응용 소프트웨어 개발 및 공급업,"156억 7,735만원 (2019년 기준)",www.businesson.co.kr,"서울 강남구 학동로 230, 5층 6층 7층",84 명 (2019년 기준),2007년 12월 13일 (업력 15년),라민상/강민철/이병두
NUdrczNwZnpzM3oyNWFPeisxbVJVZz09,(재)행복에프앤씨,"기타, 재단법인",한식 일반 음식점업,,www.happyfnc.org,서울 용산구 장문로 60,25 명 (2015년 기준),2012년 4월 12일 (업력 10년),안범환
TTIvMmtoVklMT1ZVVlBWZUhTclFrdz09,오이스터에이블(주),"중소기업, 주식회사",그 외 기타 특수목적용 기계 제조업,"1억 1,595만원 (2020년 기준)",oysterable.com,"서울 마포구 백범로31길 21, 본관 8층 813호",,2019년 4월 29일 (업력 3년),배태관
d0VpYjIyRmZHd0pzVitkZVJWS2VTZz09,(주)띵킹프렌즈,"중소기업, 주식회사",컴퓨터 프로그래밍 서비스업,"3억 4,655만원 (2020년 기준)",www.thinkingfriends.co.kr,"부산 해운대구 센텀중앙로 66, 9층 901호",,,김강민
ZGFuQkt0a0lWK2o5RlI0ZE9iQzRFUT09,(주)루티너리,중소기업,응용 소프트웨어 개발 및 공급업,659만원 (2020년 기준),,"서울 서초구 나루터로 70, 202호",,2020년 12월 2일 (업력 2년),서인석
WlVGdkk2VWplTUdXSUFWZTNncTFhZz09,주은교육(주),"중소기업, 주식회사",기타 인쇄물 출판업,,www.jueun-edu.com,"대구 달서구 달구벌대로 1130, 4층 401호",31 명 (2020년 기준),2008년 5월 7일 (업력 14년),안중현/홍혜숙
WlVGdkk2VWplTUdXSUFWZTNncTFhZz09,주은교육(주),"중소기업, 주식회사",기타 인쇄물 출판업,,www.jueun-edu.com,"대구 달서구 달구벌대로 1130, 4층 401호",31 명 (2020년 기준),2008년 5월 7일 (업력 14년),안중현/홍혜숙
TXh6aFZrT29obTNaMlovOTQybXpHUT09,(주)인디제이,"중소기업, 주식회사",음악 및 기타 오디오물 출판업,"4억 3,833만원 (2021년 기준)",indj.net,"광주 동구 금남로 193-12, 4층 404호",22 명 (2021년 기준),2019년 2월 21일 (업력 3년),정우주
aW5NMVVhYUpKejNwR1lLVFJNNnJEZz09,(주)페이져,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,,www.payager.co.kr,"서울 서초구 서초대로 397, 804호",,2020년 11월 2일 (업력 2년),김재우
YldOelFra2FKZm5heTR5bjdMcFpFZz09,(주)라쿠텐심포니코리아,"중소기업, 스타트업, 주식회사",응용 소프트웨어 개발 및 공급업,,,"서울 강남구 테헤란로2길 27, 8층 806호",,2012년 7월 25일 (업력 10년),손승현
UDhQcUM0UU1weFJHMktUU1kwUEx1QT09,(주)아이디얼랩스,"중소기업, 주식회사",시스템 소프트웨어 개발 및 공급업,,,"경기 성남시 수정구 위례순환로 53, 3601동 1301호",,2019년 2월 15일 (업력 3년),김성찬
TG5JMW5Ma0N3MWs0bFFJQzNwOEc4dz09,(주)코리아폴리스쿨,"중소기업, 주식회사","서적, 잡지 및 기타 인쇄물 도매업","305억 3,649만원 (2021년 기준)",www.koreapolyschool.com,"서울 송파구 송파대로 201, B동 4층",180 명 (2021년 기준),2004년 7월 12일 (업력 18년),김성원/임홍일
MEo3ZktMK1Z6REtBWFJLZ1Q3SzBJdz09,(주)이젠아카데미,"중소기업, 주식회사",컴퓨터 학원,80억원 (2019년 기준),www.ezenac.co.kr,"서울 서초구 서초대로77길 54, 13층. 14층",80 명 (2019년 기준),2016년 3월 30일 (업력 6년),고태곤
bm03V2NuUkhIRG0zaFJFUlY1eXJuQT09,(주)풀무원,"코스피, 중견기업, 외부감사법인",그 외 기타 식료품 제조업,,http://www.pulmuone.com,충북 음성군 대소면 삼양로 730-27,447 명 (2021년 기준),1984년 5월 31일 (업력 38년),이효율
c2NLMkFIQ3BoSFgzb1JuR1FHd2lQZz09,(주)유알피시스템,중소기업,응용 소프트웨어 개발 및 공급업,400억 769만원 (2021년 기준),www.urpsys.com,"서울 영등포구 국제금융로 70, 9층",164 명 (2021년 기준),2004년 9월 22일 (업력 18년),이홍재
QkFTQVlqRDZ0SDM0bFJPSjRBYTdLdz09,(주)단비교육,"중소기업, 주식회사",교과서 및 학습서적 출판업,,www.wink.co.kr,서울 강남구 개포로 640,169 명 (2021년 기준),2016년 5월 2일 (업력 6년),권영금/최형순
cW83c2JUdm4rc0hjR1FKb1RQVXh2Zz09,유비벨록스(주),"코스닥, 중소기업, 주식회사, 외부감사법인",시스템 소프트웨어 개발 및 공급업,,www.ubivelox.com,"서울 구로구 디지털로31길 12, 13층.14층",300 명 (2021년 기준),2000년 9월 1일 (업력 22년),이흥복
QkFTQVlqRDZ0SDM0bFJPSjRBYTdLdz09,(주)단비교육,"중소기업, 주식회사",교과서 및 학습서적 출판업,,www.wink.co.kr,서울 강남구 개포로 640,169 명 (2021년 기준),2016년 5월 2일 (업력 6년),권영금/최형순
bzY5QlNwd3M1bFBoNFU0QjU5cmVvdz09,(주)아톤,"코스닥, 중소기업, 외부감사법인, 병역특례 인증업체",시스템 소프트웨어 개발 및 공급업,,www.atoncorp.com,"서울 영등포구 여의대로 108, 26층",92 명 (2021년 기준),1999년 10월 13일 (업력 23년),김종서
TENESnpBYXAwSCtaSllUWm9uODBrQT09,(주)지아이티,,"물질 검사, 측정 및 분석기구 제조업",,www.gitauto.com,서울 송파구 마천로 87,216 명 (2021년 기준),1997년 5월 22일 (업력 25년),주현
ajlacFZXS3lCbFVzSlB0OVNrZFZDUT09,(주)콘텐트리중앙,"코스피, 외부감사법인",일반 영화 및 비디오물 제작업,,www.contentreej.com,서울 강남구 도산대로 156,789 명 (2021년 기준),1987년 9월 28일 (업력 35년),제찬웅/홍정인
YTdPdGtSU0lkQVByNTRTcVBBaEVMZz09,지티윈스,,솔루션·SI·ERP·CRM,,,경기 용인시 수지구 광교중앙로 338 광교우미뉴브,,,박열
bzMwTDV4dlJnVk5aQlRucklGU2R6dz09,콩테크(주),"중소기업, 주식회사",기타 인문 및 사회과학 연구개발업,"37억 3,650만원 (2020년 기준)",www.kong-tech.com,"경기 성남시 분당구 대왕판교로 660, B동 1203호",71 명 (2021년 기준),2014년 12월 19일 (업력 8년),이학경
dEFXc0dObGpHZnkyK0Rhd2lXYkJadz09,㈜윈즈시스템,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,"90억 8,214만원 (2016년 기준)",www.w-ins.net,"경기 성남시 분당구 판교로255번길 58, 402호",45 명 (2016년 기준),2001년 8월 1일 (업력 21년),이보헌
WlVGdkk2VWplTUdXSUFWZTNncTFhZz09,주은교육(주),"중소기업, 주식회사",기타 인쇄물 출판업,,www.jueun-edu.com,"대구 달서구 달구벌대로 1130, 4층 401호",31 명 (2020년 기준),2008년 5월 7일 (업력 14년),안중현/홍혜숙
YWdiY0tKYWZ4aThsZERPNysxSkE2dz09,(주)플랜티넷,"코스닥, 외부감사법인, 주식회사, 병역특례 인증업체",시스템 소프트웨어 개발 및 공급업,"173억 6,542만원 (2016년 기준)",www.plantynet.com,"경기 성남시 분당구 대왕판교로 670, A동 6층",102 명 (2016년 기준),2000년 6월 1일 (업력 22년),김태주
L1cycHBGbEtDWkM2QWhrT2FZeTRTUT09,(주)코인통,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,24억 993만원 (2020년 기준),stocktong.io,서울 마포구 양화진4길 32,13 명 (2021년 기준),2018년 1월 3일 (업력 4년),남기중
WTZqYityZFcrMHJCYVFtOFJZQzc3UT09,에스케이쉴더스(주),"대기업, 주식회사",보안시스템 서비스업,,https://skshieldus.com/,경기 성남시 분당구 판교로227번길 23,6518 명 (2021년 기준),2000년 6월 26일 (업력 22년),박진효
enFiZkQxTTlXcVg2NzFBOHI3L3ZJQT09,더이앤엠(주),"코스닥, 중견기업, 주식회사",데이터베이스 및 온라인정보 제공업,,www.theenm.com,서울 서초구 강남대로101안길 41,91 명 (2021년 기준),2002년 7월 8일 (업력 20년),신환률/김대권
L083c2JUeUV2aFNRbkkzRE8xd2xvUT09,(주)니트로스튜디오,"대기업, 주식회사",모바일 게임 소프트웨어 개발 및 공급업,"60억 4,200만원 (2021년 기준)",www.n2o.studio,서울 강남구 테헤란로 412,177 명 (2021년 기준),2020년 8월 26일 (업력 2년),류제일/서재우
QjQ3WkNUN1dkNWN1RTZPWW11bjJ6QT09,(주)헤븐트리,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,4억 806만원 (2020년 기준),www.heaventree.co.kr,"경북 경산시 삼풍로 27, 경북테크노파크 글로벌벤처동 4층 2413호",33 명 (2021년 기준),2018년 12월 4일 (업력 4년),홍정원
NnU3eGl2NkpQYjA3eGFEaUNCOENrdz09,(주)웨이버스,"코스닥, 중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,,www.wavus.co.kr,"서울 구로구 디지털로26길 61, 1001호",,2004년 10월 18일 (업력 18년),김학성
RzU1WXlBUE5Ock9EMlE4WUVQUXYzZz09,(주)블랙홀릭,"중소기업, 주식회사",,,www.blackholic.co.kr,"서울 강서구 공항대로 219, 514호,515호,516호,517호,518호,519호",,,
dG5Bb1ArN3BrOGR4TlI5Z3I0Uml3dz09,한국기술교육직업전문학교,"중소기업, 학교/교육기관",기타 기술 및 직업훈련학원,,http://koreate.net/,"부산 동래구 충렬대로 84, 5층",5 명 (2019년 기준),,유경민
VEo1ZFpOV1VyYlJrK1J0dFI0MzJNZz09,(주)이즈피엠피,"중소기업, 주식회사","전시, 컨벤션 및 행사 대행업","224억 1,767만원 (2019년 기준)",www.ezpmp.co.kr,"서울 서초구 방배로 205, 2층,5층,6층,7층",65 명 (2019년 기준),2003년 6월 4일 (업력 19년),한신자/최학찬
bldKV3pYdG15cnhUdU4vV1NOb1B4UT09,오토앤(주),"코스닥, 중소기업, 외부감사법인, 주식회사",기타 자동차 신품 부품 및 내장품 판매업,,www.auton.kr/,경기 안양시 만안구 전파로24번길 63,173 명 (2021년 기준),2012년 1월 31일 (업력 10년),최찬욱
b1Raa205YzRCRHBTS2l0b0hYcFV1QT09,(주)에이텍티앤,"코스닥, 중소기업, 주식회사",기타 무선 통신장비 제조업,,www.atectn.com,경기 성남시 분당구 판교로 289,161 명 (2021년 기준),2015년 7월 20일 (업력 7년),신승영/최성용
bHhuZ1YrUHpabTRpWDVEMmR5TWpFQT09,에이치엔아이엔씨(주),중견기업,컴퓨터시스템 통합 자문 및 구축 서비스업,"2,601억 3,825만원 (2021년 기준)",www.hncorp.world,서울 중구 퇴계로 272,350 명 (2022년 기준),1995년 6월 26일 (업력 27년),노영주/김태영
ZTBTemtFSG0wcHpVVmVYUnZJckxRQT09,(재)부산정보산업진흥원,"기타, 재단법인, 학교/교육기관",비주거용 건물 임대업,"16억 8,203만원 (2019년 기준)",www.busanit.or.kr,"부산 해운대구 센텀동로 41, 1층",77 명 (2015년 기준),,이인숙
Z0F3QU5oTHhLdlFoMUtvV280Y0lOUT09,클라우드그램(주),중견기업,컴퓨터시스템 통합 자문 및 구축 서비스업,"256억 5,721만원 (2021년 기준)",,"서울 강남구 논현로85길 46, 8층",64 명 (2022년 기준),2019년 11월 21일 (업력 3년),이주완
RTZpbytWeWNtcEpZb1NaSHhlSklxQT09,메디컬아이피(주),"중소기업, 주식회사",시스템 소프트웨어 개발 및 공급업,,www.medicalip.com,"강원 춘천시 강원대학길 1, 1204호 보듬관",61 명 (2021년 기준),2015년 9월 11일 (업력 7년),박상준
dStNc3dEUktQRDV2ZnBTWjU3TFhldz09,(주)모나미,"코스피, 중견기업, 외부감사법인, 수출입 기업","문구용품, 회화용품, 사무용품 도매업",,www.monami.com,경기 용인시 수지구 손곡로 17,188 명 (2021년 기준),1967년 12월 28일 (업력 55년),송하경
NVBxdTlIREZUTCsxNHBZbFlxUFVVZz09,(주)에이치앤씨소프트,중소기업,포털 및 기타 인터넷 정보매개 서비스업,,,"서울 금천구 가산디지털2로 123, 702호",,2020년 1월 14일 (업력 2년),이지혁
TUt0WTVjcVhnQTY5eE9qSEVIbWtmQT09,(주)중고나라,"중소기업, 스타트업, 사단법인, 주식회사",응용 소프트웨어 개발 및 공급업,,jn-careers.notion.site,"서울 서초구 서초대로 301, 7층",,2014년 1월 2일 (업력 8년),홍준
cVBkYTAvM0RNU2k4VHBySWNqVi85dz09,비엔비컴퍼니(주),중소기업,응용 소프트웨어 개발 및 공급업,"11억 8,844만원 (2020년 기준)",bnbcompany.io,"서울 서초구 서초대로24길 40, 2층",,2018년 12월 18일 (업력 4년),김복기
cVBkYTAvM0RNU2k4VHBySWNqVi85dz09,비엔비컴퍼니(주),중소기업,응용 소프트웨어 개발 및 공급업,"11억 8,844만원 (2020년 기준)",bnbcompany.io,"서울 서초구 서초대로24길 40, 2층",,2018년 12월 18일 (업력 4년),김복기
RmRxRkhpSVVVa2kvUXNjR2kyUUZDQT09,(주)파인디지털,"코스닥, 중소기업, 주식회사, 연구소, 병역특례 인증업체, 수출입 기업",기타 무선 통신장비 제조업,880억원 (2020년 기준),www.finedigital.com,경기 성남시 분당구 성남대로925번길 41,160 명 (2020년 기준),1992년 10월 20일 (업력 30년),김용훈
Qm45c1kvejJ2R2poN1NMTDgxK1RsUT09,(주)사람인에이치에스,"중견기업, 외부감사법인, 주식회사",임시 및 일용 인력 공급업,"279억 7,561만원 (2020년 기준)",http://www.saraminhs.co.kr,"서울 구로구 디지털로34길 43, 6층 601호",1300 명 (2017년 기준),2016년 5월 2일 (업력 6년),이성권
anhnd3NaUWJoT0dQR0JyUWU2Q2NGZz09,(주)한국디지털거래소,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,,www.flybit.com,"서울 서초구 강남대로 527, 14층, 15층",,2017년 7월 6일 (업력 5년),김석진
UFhkdkRJOUV4T0orRFBYMWxZWG5GZz09,(주)트랜스코스모스코리아,"중견기업, 외국 법인기업, 주식회사",콜센터 및 텔레마케팅 서비스업,"3,641억 7,094만원 (2021년 기준)",www.trans-cosmos.co.kr,"서울 영등포구 여의대로 24, 35층",9658 명 (2022년 기준),2001년 5월 22일 (업력 21년),권상철
RVBGMGxtRGQ2NXBVWFdMSWNCUTlqZz09,(주)케이티넥스알,"대기업, 주식회사",응용 소프트웨어 개발 및 공급업,,www.nexr.co.kr,"서울 서초구 효령로 176, B동",86 명 (2021년 기준),2007년 1월 31일 (업력 15년),이호재
UHFxREZnZGs4ZCt3MWRORDR1MkN6QT09,(주)티앤에프글로벌,"중소기업, 외부감사법인, 주식회사, 병역특례 인증업체, 수출입 기업",비디오 및 기타 영상기기 제조업,"698억 4,401만원 (2021년 기준)",www.tnfglobal.co.kr,경기 평택시 진위면 삼남로 654,95 명 (2021년 기준),2009년 4월 16일 (업력 13년),정윤교
MkVmMEk3N2VUTWFUeGljZnNCZUY0QT09,(주)틱스잇,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,"11억 6,274만원 (2021년 기준)",www.tixit.kr,"서울 성동구 아차산로 49, 1603호",8 명 (2021년 기준),2015년 12월 21일 (업력 7년),김태영
a01NSEN0dldvU1ViZk91bHJFQUZOdz09,이지케어텍(주),"코스닥, 중소기업, 주식회사, 병역특례 인증업체",응용 소프트웨어 개발 및 공급업,,www.ezcaretech.com,"서울 중구 퇴계로 307, 4층, 5층, 6층",477 명 (2021년 기준),2001년 2월 7일 (업력 21년),위원량
M2IweGdNR3NpM1BJM05lemFxYTNXUT09,(주)엠투아이코퍼레이션,"코스닥, 중소기업, 주식회사, 외부감사법인, 수출입 기업",산업처리공정 제어장비 제조업,,www.m2i.co.kr,경기 안양시 동안구 시민대로327번길 11-35,95 명 (2021년 기준),,김정열
b1RuVHVoNFZyY2ZBcFgxdmN2UU91Zz09,대림비앤코(주),"코스피, 1000대기업, 중견기업, 외부감사법인, 수출입 기업",위생용 및 산업용 도자기 제조업,,www.daelimbath.com,경남 창원시 성산구 공단로 52,760 명 (2021년 기준),1968년 9월 20일 (업력 54년),강태식
RmVXV29LYVpYUWMwbFRMbUFXaWtrQT09,(주)프렌트립,"중소기업, 스타트업, 주식회사, 병역특례 인증업체",경영 컨설팅업,"18억 1,758만원 (2020년 기준)",http://www.frip.co.kr,"서울 성동구 왕십리로 115, 605,606,607,608호",10 명 (2016년 기준),2013년 11월 28일 (업력 9년),임수열
TURuemZDeHRyL09VdVJrMVA3RHZ1UT09,㈜해커스교육그룹,중견기업,,,http://www.hackers.com/,,921 명 (2018년 기준),2000년 11월 30일 (업력 22년),
RWlCbnZhNkdSRlJKV0M2OVk1aDNFZz09,(주)아이엠폼,중소기업,응용 소프트웨어 개발 및 공급업,"75억 2,119만원 (2021년 기준)",www.imform.co.kr,"서울 강남구 논현로 653, 2층",100 명 (2021년 기준),2009년 4월 13일 (업력 13년),김택원
Q2FmSXRseW5JcGVWVzZqZlhZanRTQT09,(주)해피머니아이엔씨,"중소기업, 외부감사법인, 주식회사",그 외 기타 분류 안된 사업지원 서비스업,"605억 2,720만원 (2021년 기준)",www.happymoney.co.kr,"경기 성남시 분당구 판교로 253, C동 101호",52 명 (2021년 기준),,김광태
Q2ZQcWJZcXhNRzRneDU0OURzMTNqUT09,한미헬스케어(주),"중견기업, 외부감사법인, 연구소, 주식회사, 수출입 기업",의약품 도매업,"1,047억 3,636만원 (2021년 기준)",www.hanmihealthcare.co.kr,경기 평택시 산단로 106,310 명 (2021년 기준),2000년 10월 26일 (업력 22년),박준석/임종훈
eFpaNlliUzZha3RhSHo2SC8xbGtvUT09,경상국립대학교산학협력단,"기타, 공사/공기업",기타 인문 및 사회과학 연구개발업,"945억 6,870만원 (2020년 기준)",gnu.ac.kr,경남 진주시 진주대로 501,349 명 (2015년 기준),,정재우
OGtOT1VRYW9OMUF3ekowcFYzaElydz09,에스케이바이오팜(주),"코스피, 대기업",의학 및 약학 연구개발업,,www.skbp.com,경기 성남시 분당구 판교역로 221,234 명 (2021년 기준),2011년 4월 1일 (업력 11년),조정우
RlRLRkpVaW1VYTFWK0EwZWphRzBqUT09,(주)올림포스네트웍스,중소기업,데이터베이스 및 온라인정보 제공업,,https://www.olymposnetworks.com/,"서울 송파구 가락로 256, 2층 202호",,2022년 2월 25일 (업력 0년),원종훈
