채용글번호,채용글제목,직무타입,직무기술스택,경력,학력,근무형태,필수사항,우대사항,급여,직급/직책,근무일시,근무지역,남은지원기간,기업코드
43004801,[유망 디지털 헬스케어] AI/개발팀 PM 모집,기타,,경력 5년 ↑,대졸(4년제) 이상,정규직,,,면접 후 결정,"수석연구원, 과장 / 팀장",,(07802) 서울 강서구 공항대로 227 마곡센트럴타워Ⅰ 504.505호(마곡동) 서울 5호선 발산역에서 500m 이내,29,aFMwdnBiN0lqY1IyeFY3dktLbzNXUT09
43004566,모여라 Android 앱개발 정규직 채용 - 경력&신입,모바일,android,신입·경력(년수무관),학력무관,정규직,,"활동/경험:해당직무 인턴경력, 해당직무 근무경험",면접 후 결정,,주 5일(월~금) 10:00~19:00,(08382) 서울 구로구 디지털로 243 지하이시티 8층 812호(구로동) 서울 7호선 남구로역에서 800m 이내,59,bkRQK0JFaGVVYVJhQWxUT1pjOTlnZz09
43004374,웹 개발자 정규직 채용,웹,,무관(신입포함),학력무관,정규직,,활동/경험:해당직무 근무경험,면접 후 결정,,주 5일(월~금) 09:00~18:00,(08380) 서울 구로구 디지털로33길 11 에이스테크노타워8차(구로동) 서울 2호선 구로디지털단지역에서 800m 이내,29,dzlnUDUxUE9OOGp3bVJCczFBN01RZz09
42985956,자동화사업부 HMI개발 담당자 앱개발 정규직 채용(대리/과장급),모바일,,경력 3~10년,학력무관,정규직,,,면접 후 결정,"대리, 과장",,(05086) 서울 광진구 능동로 군자(자양동) 서울 7호선 뚝섬유원지역에서 100m 이내,9,L2FsYVB2VVRoTHp4NVZ3aVJ5Lytpdz09
43004058,(주)이인벤션 디자인개발부 PHP개발자 채용,백엔드,php,경력 3년 ↑,학력무관,정규직,,활동/경험:해당직무 근무경험,면접 후 결정,,주 5일(월~금) 09:30~18:30,(08376) 서울 구로구 디지털로31길 38-21 이앤씨벤처드림타워3차 1009호(구로동) 서울 2호선 구로디지털단지역에서 800m 이내,2,Y0NEUXE3a0Y5V1lJSHp2cUFMajdyZz09
42774926,로봇 프론트엔드 개발자 채용,프론트엔드,,무관(신입포함),학력무관,정규직,,,면접 후 결정,,주 5일(월~금),"(13497) 경기 성남시 분당구 성남대로925번길 16, 7층 701호(야탑동, 벤처오피스)(야탑동) 수인분당선 야탑역에서 300m 이내",30,aTc1RVBIZklBZWU4Tzk1VGFWeFFIZz09
42988281,"웹개발자모집(ASP,PHP,JAVA,JSP,앱작업,재택)","백엔드,모바일","java,php,asp,jsp",경력(년수무관),학력무관,프리랜서,,활동/경험:해당직무 근무경험,면접 후 결정,면접 후 결정,,(135-080) 서울 강남구 역삼동 쌍용프래티늄밸리,28,WWlVcE5ObzNDamxlejdha2Q2NHh3Zz09
43002392,[NFT프로젝트] 프론트엔드 개발자 모집,프론트엔드,,경력 3년 ↑,학력무관,"정규직, 계약직",,활동/경험:해당직무 근무경험,면접 후 결정,,주 5일(월~금) 10:00~19:00,(06108) 서울 강남구 논현동 231-7 3층 -> 5월 18일 이후 성수동 이전 서울 9호선 언주역에서 500m 이내,28,UXNrb1Bpa2kveEIwN09ya3FkYkJHZz09
43002198,[에너지 솔루션 IT] 프론트엔드 주니어,프론트엔드,,신입·경력 5년 ↓,학력무관,정규직,,,면접 후 결정,,,(13557) 경기 성남시 분당구 정자일로 177 인텔리지Ⅱ(정자동) 수인분당선 정자역에서 300m 이내,28,RFovUjJwNmRVMjNrUC83LzVRNkVmdz09
43002191,[에너지 솔루션 IT] 프론트엔드 시니어,프론트엔드,,경력 5년 ↑,학력무관,정규직,,,면접 후 결정,,,(13557) 경기 성남시 분당구 정자일로 177 인텔리지Ⅱ(정자동) 수인분당선 정자역에서 300m 이내,28,RFovUjJwNmRVMjNrUC83LzVRNkVmdz09
43002041,"웹개발(JAVA, JSP, SpringFrameeork) 경력 및 신입 채용",백엔드,"java,spring,jsp",신입·경력 3~7년,대졸(4년제) 이상(예정자 가능),"정규직, 인턴직",,전공:컴퓨터/시스템공학,면접 후 결정,,09:00~18:00,(08511) 서울 금천구 디지털로9길 65 백상스타타워1차 서울 1호선 가산디지털단지역에서 300m 이내,26,cy9qZUw4S1RmeVdyNzlESURUTERaUT09
43001800,IT개발·데이터(React/프론트엔드外 1개 부문) 채용,프론트엔드,react,무관(신입포함),학력무관,정규직,,,"연봉 3,200 만원 (주 40시간)",사원 / 팀원,주 5일(월~금) 09:00~18:00,(14786) 경기 부천시 양지로 229 골든IT타워 911호(옥길동),16,L0kreWhFQlEvem1DUVBVU212S0szZz09
43001123,국내대기업 디지털플랫폼 프론트엔드 개발담당 채용,프론트엔드,,경력 7년 ↑,대졸(4년제) 이상,정규직,,,면접 후 결정,,주 5일(월~금),서울 강남구,4,U2F5TXIzNlhZMzN6bFZmb2kybTEwZz09
43001019,"[케어네이션] 누적 투자금액 235억, 프론트엔드 React 개발 모집",프론트엔드,react,무관(신입포함),학력무관,정규직,,"전공:공학계열,활동/경험:해당직무 근무경험",면접 후 결정,,주 5일(월~금) 10:00~18:00,(06239) 서울 강남구 테헤란로8길 37 한동빌딩 5층 HMC네트웍스(역삼동) 신분당선 강남역에서 500m 이내,28,cWFHWHJDWldJL1d3Z1lkMEJXNzhDQT09
43000468,이오플로우(주) Android & IOS 앱개발 우수인재 모집(신입/경력),모바일,"ios,android",신입·경력 6~10년,대졸(4년제) 이상,정규직,,"전공:컴퓨터/시스템공학,외국어 능력:영어능통자,활동/경험:해당직무 근무경험",면접 후 결정,부문별 상이,주 5일(월~금),(13591) 경기 성남시 분당구 서현로 200 엠디엠타워 7층(서현동) 수인분당선 이매역에서 1km 이내,50,VUpoMitsWlNZZmZWbGNHT3VSTCtKZz09
43000469,웹개발 경력채용(정규직),웹,,경력 1년 ↑,대졸(4년제) 이상,정규직,,"보유역량:보훈대상자,활동/경험:해당직무 근무경험",면접 후 결정,팀원,주 5일(월~금) 08:30~18:00,(137-070) 서울 서초구 서초동 서초대로 74길 33 비트빌 신분당선 강남역에서 300m 이내,채용시 마감,ajFZdlB1N2Q1elVpRUxpVnYzakhGdz09
42629861,[이브이알스튜디오] 웹플레이 프론트엔드 개발자 모집,프론트엔드,,무관(신입포함),학력무관,정규직,,,면접 후 결정,,10:00~19:00,"(06626) 서울 서초구 강남대로 349, 14층 서울 2호선 강남역에서 500m 이내",상시 채용,R0RQaWhHaG4weE5wK3lrcmQwcHBKZz09
42969006,퍼블리셔를 찾고 있어요,기타,,경력 3년 ↑,학력무관,정규직,,"기타:HTML5, CSS3, javascript, Jquery 등웹 프로그래밍에 대한 지식 보유웹표준, 웹접근성포토샵, 일러스트레이터 등 그래픽툴 활용",면접 후 결정,,주 5일(월~금),(04782) 서울 성동구 연무장5길 9-16 블루스톤타워(성수동2가) 서울 2호선 성수역에서 500m 이내,23,NVh2aUk1WWN4dlo2Tk1IQmJscHN1UT09
42998354,대기업e커머스 프론트엔드 대리부터 차장,프론트엔드,,경력 4년 ↑,대졸(4년제) 이상,정규직,,,면접 후 결정,"과장, 대리, 주임",주 5일(월~금),(121-819) 서울 마포구 동교동 204-22 영진빌딩 3층 서울 2호선 홍대입구역에서 300m 이내,28,ZFJBRTFTN0sxaTNwbnhaZDlxMGRrUT09
42998298,테라젠바이오 웹 개발자 정규직 채용,웹,,경력 1~5년,대졸(4년제) 이상,정규직,전   공:컴퓨터/시스템공학,"활동/경험:해당직무 근무경험, 석사학위 수여자",면접 후 결정,,주 5일(월~금) 09:00~18:00,(13488) 경기 성남시 분당구 대왕판교로 700 코리아바이오 파크(삼평동),28,MVpWT3NGOFhDcHpKcjBwL09BQTFhQT09
42998087,비젠소프트 JSP 웹개발자 모집,백엔드,jsp,신입·경력(년수무관),학력무관(예정자 가능),정규직,,,면접 후 결정,,주 5일(월~금) 09:00~18:00,(08510) 서울 금천구 벚꽃로 298 대륭포스트타워6차 서울 1호선 가산디지털단지역에서 200m 이내,2,dWxDT3lPZW8raWlTVDhCL3RHbmRlZz09
42998063,프론트엔드 개발자 채용모집,프론트엔드,,무관(신입포함),학력무관,계약직,,,면접 후 결정,,,(04808) 서울 성동구 용답동 233-6 장호빌딩 301호 서울 5호선 장한평역에서 300m 이내,58,Rmc3am1MY0lMdHViODlKaVkwMTM2Zz09
42997837,BNF테크놀로지 SW개발분야 모집,기타,,무관(신입포함),고교졸업 이상(예정자 가능),정규직,,,면접 후 결정,,,(305-500) 대전 유성구 용산동 테크노2로 170-10번지,28,dVVtTWNRaGVlUEMwb2puUVhtSC9mUT09
42848886,Frontend 개발자 채용,프론트엔드,,경력 1~10년,학력무관,정규직,,,면접 후 결정,,,(06241) 서울 강남구 강남대로 372 FINE TOWER(역삼동) 신분당선 강남역에서 200m 이내,8,SUtpRE10UzdrRWZjcllwRURMOWk5dz09
42997179,[웹 프론트엔드] 에스프레스토와 함께 이륙하실 분을 구합니닷,프론트엔드,,무관(신입포함),학력무관,정규직,,,면접 후 결정,,주 5일(월~금) 10:00~19:00,"(04047) 서울 마포구 어울마당로5길 29, 3층 에스프레스토 서울 6호선 상수역에서 500m 이내",28,dHd0ODBIZTBkQk5BRERZQnBIWS9GZz09
42934397,웹디자인/프론트엔드 정규직 모집 - 경력&신입,프론트엔드,,신입·경력(년수무관),학력무관,정규직,,,면접 후 결정,팀원,10:00~17:00,(06156) 서울 강남구 삼성로 547 Bk-Tower(삼성동) 서울 9호선 삼성중앙역에서 500m 이내,채용시 마감,dHd1RFBEQ01HVmEvTjd4Zkoybys2UT09
42866044,[모닝커피] 각 부문 경력자 모집,기타,,경력 2년 ↑,학력무관,정규직,,,면접 후 결정,,주 5일(월~금) 09:30~18:30,(06235) 서울 강남구 논현로85길 46  금정빌딩2층(역삼동) 서울 2호선 역삼역에서 500m 이내,10,V1hHMlNFN1hMUDlFejk1aCt5OE5nZz09
42996155,프론트엔드 개발자 모집,프론트엔드,,경력 3년 ↑,학력무관,정규직,,,면접 후 결정,,,(133-120) 서울 성동구 성수동2가 333-140 서울숲코오롱디지털타워2차 801호 서울 2호선 성수역에서 500m 이내,28,YlhYUCtJVlJwNlI1V0c1dG1nYkRMQT09
42995843,Front-end 및 웹개발 인력 채용,프론트엔드,,무관(신입포함),"대졸(2,3년제) 이상",정규직,,"전공:컴퓨터/시스템공학, 공학계열,근무조건:인근거주자,활동/경험:해당직무 근무경험",면접 후 결정,,주 5일(월~금) 09:00~18:00,(06646) 서울 서초구 서초대로46길 9 빌딩SM 5층 서울 2호선 서초역에서 300m 이내,4,NFVaZWFsUnNBaTlwUU1EMW9EQVdXZz09
42946475,대기업 이커머스 전문가(기획),기타,,경력 5~15년,대졸(4년제) 이상,정규직,,,면접 후 결정,"과장, 차장, 대리",주 5일(월~금),서울 중구,6,MXF3V1hVdkZGSGFxVnNPeEhKb0s2UT09
42938739,JAVA 개발자 (공공기관 SI 개발 경력),백엔드,java,경력 3~6년,"대졸(2,3년제) 이상",정규직,,,면접 후 결정,대리 / 팀원,,(13536) 경기 성남시 분당구 판교역로 4(백현동) 수인분당선 수내역에서 800m 이내,오늘 마감,ZU5Vc0tIVVd6UnJDNHFwd3hYTUh0dz09
42908066,[잠실/운영] Java 웹개발자 모집,백엔드,java,경력 7년 ↑,학력무관,"정규직, 계약직, 프리랜서",,,면접 후 결정,,주 5일(월~금) 09:00~18:00,(05510) 서울 송파구 올림픽로35길 123 향군타워 서울 8호선 잠실역에서 500m 이내,20,bnFPT0RyZHc4ZHRTcTM4VFZLRndEdz09
42995013,PHP 웹개발자 및 웹퍼블리셔를 모집합니다.,백엔드,php,경력 1년 ↑,"대졸(2,3년제) 이상",정규직,,"자격증:정보처리기사,활동/경험:해당직무 근무경험,자격/능력:문서작성 우수자",면접 후 결정,"사원, 주임, 대리",주 5일(월~금) 09:00~18:00,(41034) 대구 동구 팔공로 149 M타워 4층 - 대구공항 1분거리,28,M2JIc2NSYTF0djRTcTUveVhQYU45UT09
42983098,매출액2천억규모기업  Web(JAVA)개발 경력자 채용,백엔드,java,경력 3~10년,"대졸(2,3년제) 이상",정규직,,,면접 후 결정,,,(06172) 서울 강남구 봉은사로114길 28  광성빌딩 5층(삼성동) 서울 9호선 봉은사역에서 500m 이내,2,akxWaGNVUmpFM0tOVkwyMXFJa0tJUT09
42987420,"코스닥기업 Native App개발2년이상(Kotlin,Swift)",모바일,"swift,kotlin",경력 2년 ↑,학력무관,정규직,,,면접 후 결정,,,(06172) 서울 강남구 봉은사로114길 28 광성빌딩503호(삼성동) 서울 9호선 봉은사역에서 500m 이내,3,akxWaGNVUmpFM0tOVkwyMXFJa0tJUT09
42857254,[MTEG] 웹사이트&응용프로그램 신규/경력 개발자 모집,웹,,무관(신입포함),"대졸(2,3년제) 이상(예정자 가능)",정규직,,전공:컴퓨터/시스템공학,면접 후 결정,"연구원, 주임연구원, 선임연구원",09:30~18:30,"(03920) 서울 마포구 성암로 330, 515호/516호 경의중앙선 수색역에서 1km 이내",2,R0xnR29LTDBRMlFEbk1Bd3UyL2x0Zz09
42994304,[신입/경력] 웹 개발자 채용,웹,,무관(신입포함),"대졸(2,3년제) 이상(예정자 가능)","정규직, 계약직",,"전공:컴퓨터/시스템공학, 공학계열,자격증:정보처리기사,기타:정보처리기사컴퓨터공학, 전자계산, 지리정보시 등 관련학과",면접 후 결정,"팀원, 팀장",주 5일(월~금) 09:00~18:00,(08512) 서울 금천구 디지털로9길 성남시 야탑동(가산동) 서울 1호선 가산디지털단지역에서 500m 이내,28,
42994294,[신입/경력] 시스템 운영 (성남),기타,,무관(신입포함),"대졸(2,3년제) 이상(예정자 가능)","정규직, 계약직",,"전공:컴퓨터/시스템공학, 공학계열,자격증:정보처리기사,기타:정보처리기사컴퓨터공학, 전자계산, 지리정보시 등 관련학과",면접 후 결정,"팀원, 팀장",주 5일(월~금) 09:00~18:00,(13497) 경기 성남시 분당구 성남대로 야탑역(야탑동) 수인분당선 야탑역에서 100m 이내,28,
42994244,(정규직) 백엔드/서버개발 채용합니다,백엔드,,무관(신입포함),학력무관,정규직,,,면접 후 결정,,,(06087) 서울 강남구 봉은사로 541 10층(삼성동) 서울 9호선 봉은사역에서 100m 이내,28,aGgvd1BYeEdIdFMzV0ZjM3d3cVRBdz09
42994024,[한빗코] 가상자산 거래소 Front-end 개발자 채용 공고,프론트엔드,,경력 3~15년,대졸(4년제) 이상,정규직,,,면접 후 결정,,10:00~19:00,(06182) 서울 강남구 영동대로 405 세원빌딩 8층(대치동) 서울 2호선 삼성역에서 500m 이내,28,KytIUlBkTXNTQXRmcDFiSFJBT0c0QT09
42993113,JAVA / JSP 프로그래머 (웹개발) 모집 (신입),백엔드,"java,jsp",신입,고교졸업 이상(예정자 가능),정규직,,"전공:컴퓨터/시스템공학,자격증:정보처리기사",면접 후 결정,사원 / 팀원,주 5일(월~금),(06253) 서울 강남구 도곡로1길 14 삼일프라자오피스텔 1602호 (주)포뎁스(역삼동) 서울 3호선 양재역에서 800m 이내,28,UmZYVEl0RWYvazdsQ2l2bkFlVWljQT09
42992559,'지역주도형 청년일자리 지원사업' 각 부문 채용,기타,,신입·경력 2년 ↑,대졸(4년제) 이상,정규직,,,면접 후 결정,,,(30141) 세종 집현중앙7로 3 산학연클러스터 지원센터 410호(집현동),9,bmhDSkdkd0cyMW9xdUg3Q0tHUVdJUT09
42951237,프론트엔드 개발자,프론트엔드,,경력 3년 ↑,학력무관,정규직,,활동/경험:해당직무 근무경험,면접 후 결정,매니저,주 5일(월~금),(06253) 서울 강남구 도곡로 111 미진빌딩 8층(역삼동) 서울 3호선 양재역에서 800m 이내,채용시 마감,cVA3aCszcUNzeUNEM0dCemJTb0laZz09
42992119,연구소 정규직 채용합니다 - 신입/경력,기타,,신입·경력 3년 ↑,대졸(4년제) 이상(예정자 가능),정규직,,,면접 후 결정,,주 5일(월~금),(15588) 경기 안산시 상록구 해안로 705 경기테크노파크 5동 RIT센터 402호(사동),채용시 마감,RURSYktOWTBOQ3RLWHljeDI2V25jUT09
42992074,"[QUEST GLOBAL] 웹개발자 (Full Stack, Back-End, Front-End)","백엔드,프론트엔드,풀스택",,경력 3년 ↑,대졸(4년제) 이상(예정자 가능),정규직,,"전공:전기/전자공학, 컴퓨터/시스템공학,외국어 능력:영어가능자",면접 후 결정,,주 5일(월~금),(06179) 서울 강남구 테헤란로86길 16 덕유빌딩 5층(대치동) 서울 2호선 삼성역에서 500m 이내,28,WDVsaVJpVTFwSTJLQ2FXbmZuTVlqdz09
42927690,웹퍼블리셔 (프론트엔드 개발자)  정규직 인재채용,프론트엔드,,경력 1년 ↑,학력무관,정규직,,,면접 후 결정,,주 5일(월~금) 10:00~19:00,(03996) 서울 마포구 월드컵로20길 5 제이디빌딩(서교동) 서울 6호선 망원역에서 200m 이내,5,ME5remROd2Y2S0M4TmNRc3czRDY1QT09
42863218,FE 프론트엔드 정규직 채용,프론트엔드,,무관(신입포함),"대졸(2,3년제) 이상",정규직,,,면접 후 결정,,,(121-895) 서울 마포구 서교동 401-18 윤디자인빌딩 4층 서울 6호선 상수역에서 300m 이내,채용시 마감,c2IrdmRXQ291TCtZOUhZWFQra05sdz09
42931640,[경력] 3D 클라이언트 개발자를 모십니다.,기타,,경력 1년 ↑,학력무관,정규직,,,"연봉 3,600 만원 (주 40시간)",,,(07295) 서울 영등포구 문래로20길 60 메가벤처타워 601호(문래동3가) 서울 2호선 문래역에서 500m 이내,18,ZlpRQnl4cWQvdGxTZlBtdGVhTVFPZz09
42990582,(주)코드빌 미들웨어/java/백엔드 개발군 모집,백엔드,java,경력 1~8년,"대졸(2,3년제) 이상",정규직,,"전공:컴퓨터/시스템공학,자격증:정보처리기사,활동/경험:해당직무 근무경험",면접 후 결정,,,(13201) 경기 성남시 중원구 갈마치로288번길 14 성남 SK V1 tower A동 1113호(상대원동),상시 채용,SzQyTDR5ekVIZnJVK1FzSGJRbDNrZz09
42810091,(삼원FA) 딥러닝 및 응용프로그램 개발 연구원 모집,기타,,무관(신입포함),대졸(4년제) 이상(예정자 가능),정규직,,"전공:공학계열,외국어 능력:영어가능자,자격/능력:통계분석능숙자, 컴퓨터활용능력 우수, 문서작성 우수자,활동/경험:해당직무 근무경험",면접 후 결정,"주임연구원, 선임연구원, 책임연구원",주 5일(월~금),(48002) 부산 해운대구 반송로513번길 66-25(석대동) 부산 4호선 반여농산물시장역에서 800m 이내,20,TTM4TUpTOURtbHR6MUs4RWJobU5aUT09
42990275,개발팀 웹개발 신입&경력 모집합니다,웹,,신입·경력(년수무관),대졸(4년제) 이상(예정자 가능),정규직,,"전공:컴퓨터/시스템공학, 수학/통계학,자격증:정보처리기사",면접 후 결정,,주 5일(월~금) 09:00~18:00,(04781) 서울 성동구 성수이로 51 서울숲한라시그마벨리 807호 서울 2호선 성수역에서 500m 이내,4,d0FUR25HaHFSZmZZWHhqQjRjOXFoZz09
42892975,급성장 스타트업 R&D - python / C++ / 웹개발 채용공고,"기타,웹",c++,신입·경력(년수무관),대졸(4년제) 이상(예정자 가능),정규직,,,면접 후 결정,,주 5일(월~금) 09:00~18:00,(03925) 서울 마포구 월드컵북로 396 누리꿈스퀘어 연구개발동 601호(상암동) 경의중앙선 수색역에서 500m 이내,14,MmVFQ3BONHJXdW4vMEdNWVV6ckhNQT09
42721484,[모우다] 프론트엔드 웹개발자(경력) 모집,프론트엔드,,경력 2년 ↑,"대졸(2,3년제) 이상",정규직,,"전공:컴퓨터/시스템공학,활동/경험:해당직무 근무경험",면접 후 결정,팀원,주 5일(월~금) 09:00~18:00,(07325) 서울 영등포구 의사당대로 83 오투타워. 6층(여의도동) 서울 5호선 여의도역에서 200m 이내,상시 채용,WEYwZXdNaFoxVnprRXdMeVF6NGt4UT09
41791366,데이터베이스 관리자 (MSSQL),기타,,경력 2~15년,학력무관,정규직,,,,,,"서울전체, 서울 마포구",상시 채용,cGxrUWxldlczQUt5Tkx1YjdDM2RtQT09
42989509,PHP / nodejs 웹개발자 채용 공고,백엔드,php,경력(년수무관),학력무관,정규직,,,면접 후 결정,,주 5일(월~금) 09:00~18:00,(06224) 서울 강남구 논현로 418 휴먼빌딩 3층 서울 2호선 역삼역에서 500m 이내,4,enZzRFJpY05kRHBFY3hzb29vTTVVZz09
42989436,(주)이디소프트 웹개발자 정규직 모집공고,웹,,신입·경력 5년 ↓,학력무관,정규직,,"전공:컴퓨터/시스템공학, 공학계열,자격증:정보처리기사",면접 후 결정,"사원, 대리 / 팀원",09:00~18:00,"(34186) 대전 유성구 온천로 59, 1412호 대전 1호선 유성온천역에서 500m 이내",9,cVdMMVp0emJVZ0tDL2taK0dGVTJ3UT09
42989400,[시원스쿨] 앱개발(안드로이드) 담당자 채용,모바일,,경력 1~5년,학력무관,정규직,,,면접 후 결정,,주 5일(월~금) 09:00~18:00,(150-870) 서울 영등포구 여의도동 13-19 남중빌딩 서울 9호선 국회의사당역에서 500m 이내,1,eXBMOUNPamhIbUZ6TThiSGN3eEMzdz09
42874338,웹 개발자 모집,웹,,경력 3~7년,"대졸(2,3년제) 이상",정규직,,,면접 후 결정,,,(03929) 서울 마포구 성암로 189 중소기업 DMC 타워 710호(상암동) 공항철도 디지털미디어시티역에서 100m 이내,11,
42989066,[샤픈고트] 쇼핑몰 운영 담당자 모집,기타,,경력 1년 ↑,학력무관,정규직,,활동/경험:해당직무 근무경험,면접 후 결정,,주 5일(월~금) 09:00~18:00,(48060) 부산 해운대구 센텀1로 28 더블유비씨더팔레스오피스텔 102동 1203호(우동) 부산 2호선 센텀시티역에서 500m 이내,4,TGYxSVR4RzN2VXQ1bE1FRHdKWEhjQT09
42989059,[샤픈고트] 하드웨어(전자회로) 개발자 모집,기타,,경력 3년 ↑,"대졸(2,3년제) 이상",정규직,,활동/경험:해당직무 근무경험,면접 후 결정,,주 5일(월~금) 09:00~18:00,(48060) 부산 해운대구 센텀1로 28 더블유비씨더팔레스오피스텔 102동 1203호(우동) 부산 2호선 센텀시티역에서 500m 이내,4,TGYxSVR4RzN2VXQ1bE1FRHdKWEhjQT09
42989029,[샤픈고트] 웹디자이너 채용 공고,웹,,경력 1년 ↑,학력무관,정규직,,활동/경험:해당직무 근무경험,면접 후 결정,,주 5일(월~금) 09:00~18:00,(48060) 부산 해운대구 센텀1로 28 더블유비씨더팔레스오피스텔 102동 1203호(우동) 부산 2호선 센텀시티역에서 500m 이내,4,TGYxSVR4RzN2VXQ1bE1FRHdKWEhjQT09
42952175,"웹디자이너,웹개발자,온라인마케팅 모집",웹,,무관(신입포함),학력무관,정규직,,"근무조건:인근거주자,활동/경험:해당직무 근무경험",면접 후 결정,,주 5일(월~금),(24252) 강원 춘천시 한림대학길 1(옥천동),1,QUZtcUY5TEhlcGUwb0ZZeHRVc0gvQT09
42987879,[GamePlatform] 게임플랫폼 클라이언트 개발,기타,,경력 3년 ↑,학력무관,정규직,,,면접 후 결정,,,(13487) 경기 성남시 분당구 대왕판교로645번길 16 경강선 판교역에서 1km 이내,채용시 마감,M09hZ0V5QVdZRFZ4V2hUNkZ5anZ2Zz09
42987505,[광화문] 블록체인/NFT 개발기업 웹개발 (5년이상),웹,,경력 5~12년,대졸(4년제) 이상,정규직,,,면접 후 결정,,,서울 종로구,27,
42987384,웹개발 계약직/인턴직 채용합니다 - 경력무관,웹,,무관(신입포함),"대졸(2,3년제) 이상","계약직, 인턴직, 파트",,,월급 200 만원 (주 40시간),,10:00~18:00,(47370) 부산 부산진구 신암로 50 부산 1호선 범내골역에서 300m 이내,57,UitVelErVzk2M0JZb1VNUDRQcFV4Zz09
42987250,대형유통할인점 온라인 프론트엔드 개발/운영 (API),프론트엔드,,경력 5~15년,"대졸(2,3년제) 이상",정규직,,,면접 후 결정,면접 후 결정,주 5일(월~금),(153-803) 서울 금천구 가산동 426-5 월드메르디앙2차 1110호 서울 1호선 가산디지털단지역에서 500m 이내,4,K0k0OGZUaUVRdlJCRFFyNXJQTW9LUT09
42986899,앱개발자 신입직 모집,모바일,,신입,학력무관,인턴직,,,"연봉 3,000 만원 (주 40시간)",연구원 / 팀원,주 5일(월~금),"(06126) 서울 강남구 봉은사로24길 25, 1층 서울 9호선 언주역에서 300m 이내",11,dDJ1N3EzV3QxVEpLWG1sWVpTS0RvZz09
42986714,프론트 엔드 개발자,프론트엔드,,경력 1년 ↑,학력무관,정규직,,,면접 후 결정,,,서울 강남구,채용시 마감,TS9xRzFRRjFycTVZbSt6a1l1SmU5QT09
42986253,[임플란트중견기업] 의료용전자차트 SW 개발(경력 무관),기타,,경력(년수무관),대졸(4년제) 이상,정규직,,,면접 후 결정,,,"(08511) 서울 금천구 디지털로9길 33, 306호 서울 7호선 가산디지털단지역에서 500m 이내",2,b0p2MmFPMXBSZnlxSEQ3Q29sVmRuZz09
42986191,[유명 골프장 운영 중견기업] SW개발(프론트엔드)담당(5년 이상),프론트엔드,,경력 5~10년,대졸(4년제) 이상,정규직,,,면접 후 결정,,주 5일(월~금),"(08511) 서울 금천구 디지털로9길 33, 306호 서울 7호선 가산디지털단지역에서 500m 이내",2,b0p2MmFPMXBSZnlxSEQ3Q29sVmRuZz09
42984813,프론트엔드 개발자 (front-end web),프론트엔드,,무관(신입포함),"대졸(2,3년제) 이상",정규직,,"전공:컴퓨터/시스템공학, 수학/통계학,자격증:정보처리기사,자격/능력:컴퓨터활용능력 우수, 문서작성 우수자, CAD/CAM 능숙자",면접 후 결정,"선임연구원, 주임연구원, 책임연구원",주 5일(월~금),(153-772) 서울 금천구 가산동 448 번지 대륭테크노타운3차 1009호 서울 7호선 가산디지털단지역에서 500m 이내,25,a1QrUGdPNTBpbWxOOEhnUjdCWElsQT09
42970178,앱개발자(Android)경력직 개발자를 모십니다.,모바일,android,경력 2년 ↑,학력무관,"정규직, 계약직",,,월급 350 만원 (주 40시간),,,(626-790) 경남 양산시 주남동 영산대학교 문화관 3514호,23,WTNaMGtPbDlWb3NDTllJbTJ4alNqdz09
42984937,B2B SaaS 프론트엔드 개발자(신입/경력),프론트엔드,,신입·경력(년수무관),고교졸업 이상,정규직,,,면접 후 결정,,,(04542) 서울 중구 삼일대로 358 신한L Tower(을지로2가) 서울 2호선 을지로3가역에서 300m 이내,상시 채용,emZRU1FYT3d1TzJvYVNWdGtnNFovUT09
42984819,백엔드 웹 개발자 Back-end Developer,백엔드,,무관(신입포함),"대졸(2,3년제) 이상",정규직,,"전공:컴퓨터/시스템공학, 수학/통계학,자격증:정보처리기사,자격/능력:컴퓨터활용능력 우수, 문서작성 우수자, CAD/CAM 능숙자",면접 후 결정,"선임연구원, 주임연구원, 책임연구원",주 5일(월~금),(153-772) 서울 금천구 가산동 448 번지 대륭테크노타운3차 1009호 서울 7호선 가산디지털단지역에서 500m 이내,25,a1QrUGdPNTBpbWxOOEhnUjdCWElsQT09
42913186,"2022 상반기 백엔드/서버개발 (Java, PHP, MySQL) 外 채용 공고","백엔드,기타","java,php,mysql",무관(신입포함),대졸(4년제) 이상,정규직,,,면접 후 결정,,09:00~18:00,"(13524) 경기 성남시 분당구 분당내곡로 151, 삼도타워1101호 경강선 판교역에서 300m 이내",46,ei92Zi9heFlrRUNKQzdwMTJtSHkzUT09
42984460,스타트업 (주)웨디와 함께할 연구소 개발팀원을 모집합니다.,기타,,경력 3년 ↑,대졸(4년제) 이상(예정자 가능),정규직,,전공:공학계열,면접 후 결정,연구원,,"(06049) 서울 강남구 도산대로38길 14 , 401호(논현동) 서울 7호선 학동역에서 800m 이내",25,eEtaeTUvYVliY1p5RUVnaE1Sd3A4Zz09
